,Company_Name,Dependent-Company Status,year of founding,Age of company in years,Internet Activity Score,Short Description of company profile,Industry of company,Focus functions of company,Investors,Employee Count,Employees count MoM change,Has the team size grown,Est. Founding Date,Last Funding Date,Last Funding Amount,Country of company,Continent of company,Number of Investors in Seed,Number of Investors in Angel and or VC,Number of Co-founders,Number of of advisors,Team size Senior leadership,Team size all employees,Presence of a top angel or venture fund in previous round of investment,Number of of repeat investors,Number of  Sales Support material,Worked in top companies,Average size of companies worked for in the past,Have been part of startups in the past?,Have been part of successful startups in the past?,Was he or she partner in Big 5 consulting?,Consulting experience?,Product or service company?,Catering to product/service across verticals,Focus on private or public data?,Focus on consumer data?,Focus on structured or unstructured data,Subscription based business,Cloud or platform based serive/product?,Local or global player,Linear or Non-linear business model,Capital intensive business,Number of  of Partners of company,Crowdsourcing based business,Crowdfunding based business,Machine Learning based business,Predictive Analytics business,Speech analytics business,Prescriptive analytics business,Big Data Business,Cross-Channel Analytics/ marketing channels,Owns data or not? (monetization of data) e.g. Factual,Is the company an aggregator/market place? e.g. Bluekai,Online or offline venture - physical location based business or online venture?,B2C or B2B venture?,Top forums talking about company/Model,Average Years of experience for founder and co founder,Exposure across the globe,Breadth of experience across verticals,Highest education,Years of education,Specialization of highest education,Relevance of education to venture,Relevance of experience to venture,Degree from a Tier 1 or Tier 2 university?,Renowned in professional circle,Experience in selling and building products,Experience in Fortune 100 organizations,Experience in Fortune 500 organizations,Experience in Fortune 1000 organizations,Top management similarity,Number of Recognitions for Founders and Co-founders,Number of  of Research publications,Skills score,Team Composition score,Dificulty of Obtaining Work force,Pricing Strategy,Hyper localisation,Time to market service or product,Employee benefits and salary structures,Long term relationship with other founders,Proprietary or patent position (competitive position),Barriers of entry for the competitors,Company awards,Controversial history of founder or co founder,Legal risk and intellectual property,Client Reputation,google page rank of company website,Technical proficiencies to analyse and interpret unstructured data,Solutions offered,Invested through global incubation competitions?,Industry trend in investing,Disruptiveness of technology,Number of Direct competitors,Employees per year of company existence,Last round of funding received (in milionUSD),Survival through recession,Time to 1st investment (in months),"Avg time to investment - average across all rounds, measured from previous investment",Gartner hype cycle stage,Time to maturity of technology (in years),Percent_skill_Entrepreneurship,Percent_skill_Operations,Percent_skill_Engineering,Percent_skill_Marketing,Percent_skill_Leadership,Percent_skill_Data Science,Percent_skill_Business Strategy,Percent_skill_Product Management,Percent_skill_Sales,Percent_skill_Domain,Percent_skill_Law,Percent_skill_Consulting,Percent_skill_Finance,Percent_skill_Investment,Renown score
109,Company110,1,2010.0,4.0,16.0,A market research technology firm.,Market Research,Research,,4.0,,No,2010-04-01,2010-07-16,,United States,North America,1.0,0.0,0,0,3,10.0,No,0.0,Nothing,No,Small,Yes,No,No,Yes,Service,No,Public,Yes,Both,0,Cloud,Local,Non-Linear,No,,No,No,No,No,No,No,Yes,No,No,No,Online,B2B,Low,High,Yes,Medium,Masters,21.0,Theatre and Music,Yes,Yes,Tier_1,500.0,3,0.0,0.0,0.0,Low,1.0,,22.0,,Medium,,No,,,No,No,Yes,No,No,No,0,12799600.0,Yes,,No,3.0,Medium,0.0,12.0,,Not Applicable,2.0,2.0,Slope,2 to 5,16.66666667,5.555555556,0.0,38.88888889,5.555555556,16.66666667,11.11111111,0.0,5.555555556,0.0,0.0,0.0,0.0,0.0,0.0
110,Company111,1,2010.0,4.0,361.0,Business Dashboards,Analytics,"operations, sales, marketing",Jerry Yang|Paul Buchheit|SV Angel|Y Combinator,8.0,0.0,No,2010-08-01,2010-11-17,500000.0,United States,North America,3.0,0.0,2,1,5,10.0,No,0.0,low,No,Medium,No,No,No,No,Both,Yes,Private,Yes,Structured,0,Platform,Local,Non-Linear,No,Few,No,No,No,Yes,No,No,No,Yes,No,No,Online,B2B,Low,Medium,Yes,Medium,Bachelors,18.0,Electrical Engineering ,Yes,Yes,Tier_1,500.0,3,0.0,0.0,0.0,Low,0.0,,13.0,Medium,Medium,Yes,No,Low,,No,Yes,Yes,No,No,No,3,91162.0,No,Yes,No,3.0,Medium,5.0,2.0,0.5,Not Applicable,4.0,4.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,Company112,1,2012.0,2.0,98.0,,,operations,Intertrust Technologies|Fredrik Astrup|Lars Erik Baustad|Marek Kiisa|Ivar Siimar,17.0,,No,2012-02-01,2012-10-17,,United States,North America,5.0,0.0,3,4,4,14.0,No,0.0,low,No,Large,Yes,Yes,No,No,Both,No,Public,No,Both,0,Cloud,Global,Non-Linear,No,Few,No,No,No,No,No,No,Yes,No,No,No,Online,B2B,Low,High,Yes,High,Masters,21.0,Mechatronics,Yes,Yes,Tier_2,500.0,3,0.0,0.0,0.0,High,28.0,,57.5,High,Medium,Yes,No,Low,Good,Yes,Yes,Yes,No,No,No,0,1752170.0,Yes,Yes,No,4.0,High,0.0,7.0,,Not Applicable,6.0,6.0,Trough,2 to 5,8.088235294,6.25,21.69117647,3.921568627,6.25,6.004901961,4.166666667,4.044117647,6.25,0.0,0.0,0.0,0.0,0.0,6.0
113,Company114,1,2012.0,2.0,161.0,,Retail|Mobile,Marketing & Sales,TiE Angels|Hub Angels Investment Group|Jit Saxena|Rob Soni|John Simon|Gaugarin Oliver|Prakash Khot|LaunchCapital,21.0,5.0,No,2012-01-01,2012-11-19,1100000.0,United States,North America,8.0,0.0,0,0,4,50.0,No,0.0,low,Yes,Large,No,No,No,Yes,Product,Yes,Public,Yes,Both,0,Platform,Local,Non-Linear,No,Few,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Online,B2B,Medium,Medium,Yes,High,Masters,21.0,Entrepreneurship & Innovation ,Yes,Yes,Tier_1,500.0,3,0.0,0.0,1.0,,2.0,,25.0,Medium,Medium,Yes,No,Low,Good,No,No,Yes,No,No,No,0,6864799.0,Yes,Yes,No,3.0,Medium,0.0,12.0,1.1,Not Applicable,10.0,10.0,Trigger,5 to 10,11.76470588,0.0,5.882352941,0.0,5.882352941,5.882352941,47.05882353,0.0,5.882352941,5.882352941,0.0,5.882352941,0.0,5.882352941,4.0
114,Company115,1,2009.0,5.0,230.0,,Mobile|Marketing,Marketing & Sales,Chris DeVore|Tom Peterson|Aaron Bird|Founder's Co-op|Social Leverage|TechStars|Techstars|Howard Lindzon,8.0,0.0,No,2009-01-01,2012-12-20,650000.0,United States,North America,6.0,0.0,1,2,4,11.0,No,0.0,low,Yes,Large,No,No,No,No,Both,Yes,Public,Yes,Both,0,Platform,Global,Non-Linear,Yes,Few,No,No,No,Yes,No,No,Yes,No,Yes,No,Both,B2B,Medium,Medium,Yes,Low,Bachelors,18.0,Computer Science,Yes,Yes,Tier_1,500.0,0,0.0,1.0,0.0,Low,1.0,,16.5,Medium,Medium,Yes,No,Medium,,No,No,Yes,No,No,No,0,64262.0,Yes,Yes,Yes,3.0,Medium,0.0,2.75,0.65,Not Applicable,1.0,12.0,Trigger,5 to 10,6.25,0.0,81.25,0.0,0.0,0.0,6.25,6.25,0.0,0.0,0.0,0.0,0.0,0.0,2.0
116,Company117,1,2011.0,3.0,528.0,Customer Experience Platform,Analytics|Marketing,"Marketing, Technology, Finance & Accounting, Customer service",Friends and Family|Jeremie Berrebi,12.0,0.0,No,2011-12-01,2013-11-10,750000.0,United States,North America,3.0,0.0,0,4,4,5.0,No,0.0,low,No,Small,Yes,Yes,No,Yes,Product,Yes,Both,Yes,Both,1,Platform,Local,Non-Linear,No,Few,No,No,No,No,No,No,Yes,Yes,Yes,No,Online,B2B,,High,Yes,High,Masters,21.0,"Marketing, Logistics & Distribution",Yes,Yes,,500.0,3,0.0,0.0,0.0,,8.0,,14.5,Medium,Medium,Yes,No,Low,,No,Yes,Yes,No,No,Yes,0,194733.0,Yes,Yes,No,4.0,High,0.0,4.0,0.75,Not Applicable,24.0,6.0,Trough,2 to 5,0.0,0.0,9.090909091,36.36363636,0.0,9.090909091,27.27272727,9.090909091,0.0,9.090909091,0.0,0.0,0.0,0.0,5.0
117,Company118,1,2009.0,5.0,512.0,New Generation of NoSQL,Network / Hosting / Infrastructure,operation,SV Angel|Sutter Hill Ventures|CrunchFund,14.0,-7.0,No,2009-01-01,2013-11-12,17000000.0,United States,North America,0.0,0.0,3,0,4,50.0,No,0.0,high,No,Medium,No,No,Yes,Yes,Service,Yes,Private,No,Both,0,Platform,Local,Non-Linear,Yes,Few,No,No,No,No,No,No,No,No,No,No,Online,B2B,Low,High,Yes,Medium,Bachelors,18.0,Accounting,No,Yes,Tier_1,500.0,3,0.0,0.0,0.0,Low,1.0,,19.5,Medium,Medium,Yes,No,Low,,Yes,No,Yes,No,No,No,3,263431.0,Yes,No,No,2.0,Low,0.0,4.0,17.0,Not Applicable,45.0,11.51666667,Trough,2 to 5,0.0,0.0,38.88888889,0.0,0.0,8.333333333,2.777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
118,Company119,1,2005.0,9.0,78.0,Cloud computing,Enterprise Software,"Computing, training",RTP Ventures|Almaz Capital|ru-Net Holdings,32.0,7.0,No,2005-05-01,2013-07-29,10000000.0,United States,North America,0.0,0.0,2,7,5,10.0,No,3.0,medium,No,Small,Yes,No,No,Yes,Both,Yes,Private,No,Structured,0,Cloud,Global,Non-Linear,Yes,Many,No,No,No,No,No,No,Yes,No,No,No,Online,B2B,Low,High,Yes,High,Bachelors,18.0,Computer Science,Yes,Yes,Tier_2,500.0,3,0.0,0.0,0.0,Medium,0.0,,35.0,High,Medium,Yes,No,Low,,No,No,Yes,No,No,No,3,709728.0,No,No,No,3.0,Medium,0.0,4.0,10.0,Yes,70.0,10.03333333,Peak,5 to 10,2.777777778,11.11111111,77.77777778,0.0,0.0,0.0,8.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
119,Company120,1,2008.0,6.0,150.0,online real estate broker,Real Estate|Mobile|E-Commerce,marketing,Robert Stewart|Revolution LLC,22.0,0.0,No,2008-01-30,2012-08-06,3500000.0,United States,North America,1.0,0.0,2,1,8,18.0,No,0.0,high,No,,Yes,Yes,No,No,Product,No,Public,Yes,Both,0,Platform,Local,Non-Linear,No,Few,No,No,No,No,No,No,Yes,No,No,No,Online,B2C,Medium,High,Yes,Medium,Bachelors,18.0,Marketing,Yes,Yes,Tier_2,500.0,3,0.0,0.0,0.0,Low,0.0,,17.0,High,Low,Yes,No,Low,,Yes,No,Yes,No,No,No,0,29452.0,Yes,No,No,3.0,Medium,5.0,4.0,3.5,Yes,12.0,20.0,Trigger,2 to 5,7.692307692,0.0,0.0,3.846153846,0.0,0.0,15.38461538,0.0,7.692307692,11.53846154,0.0,0.0,0.0,3.846153846,5.0
120,Company121,1,2012.0,2.0,129.0,Video Optimization,Media|Entertainment|Analytics|Network / Hosting / Infrastructure|Publishing,marketing,Nick Rau|Bob Jacobson|Jimmy Barge|Jor Law,16.0,0.0,No,2012-07-01,2013-10-04,1700000.0,United States,North America,0.0,0.0,0,0,7,15.0,No,0.0,low,No,Medium,Yes,No,No,No,Product,No,Private,Yes,Both,0,Platform,Local,Non-Linear,No,Few,No,No,No,Yes,No,No,Yes,No,No,No,Online,B2C,Low,Medium,Yes,Low,Bachelors,18.0,Entertainment,Yes,Yes,Tier_2,500.0,0,0.0,0.0,0.0,Low,1.0,,22.0,High,Medium,Yes,No,Low,Bad,No,No,Yes,Yes,No,No,0,297388.0,Yes,No,No,3.0,Medium,0.0,7.5,1.7,Not Applicable,15.0,15.0,,,0.0,0.0,0.0,69.23076923,0.0,0.0,15.38461538,0.0,0.0,15.38461538,0.0,0.0,0.0,0.0,5.0
121,Company122,1,2010.0,4.0,-4.0,,E-Commerce|Email|Analytics|Marketing,"Operations, marketing",FirstMark Capital|Foundry Group|First Round Capital|O’Reilly AlphaTech Ventures|O'Reilly AlphaTech Ventures,12.0,0.0,No,2010-01-01,2012-06-26,7000000.0,United States,North America,1.0,0.0,1,0,4,50.0,No,0.0,low,No,Small,Yes,Yes,No,No,Product,No,Private,Yes,Structured,0,Platform,Local,Non-Linear,Yes,Few,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Online,B2B,Low,High,Yes,Medium,Bachelors,18.0,Economics,Yes,Yes,,,3,0.0,0.0,0.0,Low,0.0,,23.0,,Medium,Yes,No,Low,,No,No,Yes,No,No,No,3,245871.0,No,Yes,No,3.0,Medium,0.0,3.0,7.0,Not Applicable,6.0,9.233333333,Trigger,2 to 5,11.11111111,0.0,0.0,27.77777778,0.0,11.11111111,22.22222222,0.0,11.11111111,16.66666667,0.0,0.0,0.0,0.0,7.0
122,Company123,1,2011.0,3.0,29.0,API for Social data context,Analytics|Crowdfunding|Search|Marketing,social advertising,Quotidian Ventures|Peter Shankman,5.0,0.0,No,2011-07-05,2011-09-01,,United States,North America,0.0,0.0,0,4,2,5.0,No,0.0,low,No,Large,Yes,Yes,No,Yes,Product,No,Public,Yes,Both,0,Cloud,Global,Non-Linear,No,Few,No,No,No,No,No,No,Yes,No,No,No,Online,B2B,Low,High,Yes,Medium,Bachelors,18.0,East Asian Studies and Economics,Yes,Yes,Tier_1,500.0,3,0.0,0.0,0.0,Medium,12.0,,43.5,Low,Medium,Yes,No,Low,,Yes,No,Yes,No,No,No,0,2134030.0,Yes,Yes,No,3.0,Medium,0.0,3.0,,Not Applicable,1.0,12.0,,,8.333333333,2.777777778,25.0,8.333333333,0.0,2.777777778,27.77777778,8.333333333,5.555555556,5.555555556,0.0,0.0,2.777777778,2.777777778,7.0
123,Company124,1,2010.0,4.0,-68.0,info exchange for physician interactions,Analytics|Healthcare,Research,Lux Capital|Fidelity Biosciences|Venrock|Highland Capital Partners|Gerson Lehrman Group|Jonathan Bush|Ed Park|John Goldsmith|James Golden,35.0,3.0,No,2010-01-01,2013-01-02,11000000.0,United States,North America,0.0,0.0,3,7,7,50.0,No,1.0,high,No,Medium,Yes,Yes,No,No,Product,No,Public,Yes,Both,0,Platform,Local,Non-Linear,Yes,Few,No,No,No,No,No,No,Yes,No,Yes,No,Online,B2B,Low,High,Yes,High,PhD,25.0,Biomedical Enterprise,Yes,Yes,Tier_1,500.0,3,0.0,0.0,0.0,High,12.0,,23.0,High,Medium,Yes,No,Low,Good,Yes,Yes,Yes,No,No,No,0,1842172.0,Yes,Yes,No,4.0,Medium,0.0,10.0,11.0,Not Applicable,12.0,6.233333333,,,11.11111111,0.0,50.0,0.0,0.0,16.66666667,5.555555556,5.555555556,5.555555556,5.555555556,0.0,0.0,0.0,0.0,9.0
124,Company125,1,2011.0,3.0,266.0,Database technology,Network / Hosting / Infrastructure|Enterprise Software|Software Development|Analytics,operations,IA Ventures|Digital Sky Technologies|Data Collective|Raymond Tonsing|Khosla Ventures|Accel Partners|First Round Capital|New Enterprise Associates|Start Fund|SV Angel|Y Combinator|Paul Buchheit|Sam Altman|Ashton Kutcher|Guy Oseary|Ron Garret|Karl Jacob|Marco Bergmann|Mark LaRosa|Tom McInerney|Janis Krums,37.0,9.0,No,2011-01-01,2014-01-22,35000000.0,United States,North America,0.0,0.0,2,0,4,11.0,No,1.0,low,Yes,Large,No,No,No,No,Product,Yes,Private,No,Structured,0,Cloud,Local,Non-Linear,Yes,Few,No,No,No,No,No,No,Yes,No,No,No,Online,B2B,Low,High,Yes,High,PhD,25.0,computer science,Yes,Yes,Tier_1,500.0,3,1.0,0.0,0.0,High,3.0,Few,53.0,High,Medium,Yes,No,Low,Good,Yes,No,Yes,No,No,No,0,226890.0,No,Yes,Yes,3.0,Medium,0.0,13.0,35.0,Not Applicable,12.0,10.27777778,Trigger,2 to 5,5.882352941,0.0,39.4335512,1.960784314,1.960784314,3.812636166,3.812636166,1.960784314,3.921568627,1.960784314,0.0,0.0,0.0,1.960784314,5.0
125,Company126,1,2011.0,3.0,70.0,,,"marketing, sales",TiE Angels|Naya Ventures|Keiretsu Forum|Portland Seed Fund,9.0,13.0,No,2011-01-01,2014-03-27,50000.0,United States,North America,0.0,0.0,5,0,6,10.0,No,0.0,low,No,Large,Yes,Yes,Yes,Yes,Product,Yes,Both,Yes,Both,0,Platform,Global,Non-Linear,No,Few,No,No,Yes,No,No,No,Yes,No,Yes,No,Both,B2B,Low,High,Yes,High,Masters,21.0,"Electrical and Electronics Engineering
Aerospace Engineering",Yes,Yes,,25.0,3,0.0,0.0,0.0,High,0.0,,36.0,High,Medium,Yes,No,Low,,No,Yes,Yes,No,No,Yes,0,4910627.0,Yes,Yes,No,3.0,Medium,0.0,4.0,0.05,Not Applicable,12.0,5.355555556,Trigger,2 to 5,0.0,0.0,41.66666667,0.0,0.0,2.777777778,2.777777778,0.0,0.0,0.0,0.0,0.0,2.777777778,0.0,0.0
126,Company127,1,2006.0,8.0,113.0,Marketing Decisions Platform,Marketing,Marketing,Kegonsa Capital Partners|Goldman Sachs,138.0,-1.0,Yes,2006-01-01,2013-10-18,9400000.0,United States,North America,0.0,0.0,1,7,9,130.0,No,2.0,medium,No,Large,Yes,Yes,No,No,Product,Yes,Both,Yes,Both,0,Cloud,Local,Non-Linear,Yes,Few,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Online,B2B,Medium,Medium,Yes,Low,,,,,,,,3,0.0,0.0,0.0,,0.0,,0.0,High,Medium,Yes,No,Low,Bad,No,Yes,Yes,No,No,Yes,3,408646.0,Yes,Yes,No,4.0,Medium,8.0,15.0,9.4,Yes,12.0,18.1,Trigger,5 to 10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,Company128,1,2011.0,3.0,147.0,User generated interest graphs,,"marketing, sales",Alliance of Angels|Voyager Capital,11.0,22.0,No,2011-03-21,2013-02-01,1700000.0,United States,North America,0.0,0.0,2,0,3,15.0,No,0.0,Nothing,No,Medium,Yes,Yes,No,No,Both,Yes,Public,Yes,Both,0,Platform,Local,Non-Linear,No,Few,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Online,B2B,Low,High,Yes,High,Masters,21.0,General,Yes,Yes,Tier_1,500.0,2,0.0,0.0,0.0,,0.0,,14.0,Medium,Medium,Yes,No,Low,Good,No,No,Yes,No,No,No,0,1046310.0,Yes,Yes,No,3.0,Medium,0.0,4.0,1.7,Not Applicable,12.0,4.3,Trough,2 to 5,16.66666667,0.0,8.333333333,8.333333333,0.0,0.0,41.66666667,0.0,8.333333333,0.0,0.0,8.333333333,0.0,8.333333333,4.0
129,Company130,1,1999.0,15.0,150.0,The Science of Better Results,Healthcare,risk,Cross Atlantic Capital Partners|Edison Ventures,178.0,6.0,Yes,1999-01-01,2010-08-23,6100000.0,United States,North America,0.0,0.0,0,0,10,175.0,No,0.0,high,No,Large,No,No,No,No,Both,Yes,Both,Yes,Both,0,Platform,Local,Non-Linear,No,Many,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Online,B2B,Low,High,Yes,High,Masters,21.0,Business management,Yes,Yes,Tier_1,439.0,0,0.0,0.0,0.0,,0.0,Few,13.5,High,Medium,Yes,No,Medium,Good,No,No,Yes,No,No,No,0,1085205.0,Yes,Yes,No,3.0,Medium,0.0,18.0,6.1,Yes,120.0,5.344444444,Plateau,0 to 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
130,Company131,1,2008.0,6.0,429.0,Mobile App Analytics & Marketing,Analytics|Mobile|Marketing,"Marketing, sales",TechStars|Polaris Partners|ENIAC Ventures|MI Ventures LLC|New York Angels|LaunchPad Venture Group|Foundation Capital|Hub Angels Investment Group|Progress Ventures|Eniac Ventures|Techstars,73.0,11.0,No,2008-01-01,2014-02-04,16000000.0,United States,North America,0.0,6.0,0,0,6,75.0,No,3.0,high,No,,Yes,Yes,No,No,Product,Yes,Both,Yes,Both,0,Platform,Global,Non-Linear,No,Many,No,No,No,Yes,No,No,Yes,No,No,No,Online,B2C,Medium,Medium,Yes,Medium,Masters,21.0,General,Yes,Yes,,500.0,3,0.0,0.0,0.0,,0.0,,26.0,High,Medium,Yes,No,Low,Good,,Yes,Yes,Yes,No,No,3,28190.0,Yes,Yes,No,4.0,Medium,2.0,14.0,16.0,Yes,12.0,7.306666667,Trigger,5 to 10,10.0,0.0,15.0,15.0,0.0,10.0,30.0,5.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0
131,Company132,1,2006.0,8.0,-385.0,Verified B2B Contacts,Marketing,"Marketing 
sales",Edison Ventures|Rikki Tahta|Simon Murdoch|Roland Beaulieu|Gary Mueller|Spring Lake Equity Partners,118.0,-6.0,Yes,2006-11-30,2014-04-08,13000000.0,United States,North America,0.0,0.0,2,0,12,120.0,No,1.0,low,No,Small,Yes,Yes,No,No,Product,Yes,Private,Yes,Both,0,Cloud,Global,Non-Linear,No,Few,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Online,B2B,Low,High,Yes,High,Masters,21.0,Earth Sciences,Yes,Yes,Tier_1,500.0,3,0.0,0.0,0.0,High,2.0,,24.5,High,Medium,Yes,No,Low,Good,Yes,Yes,Yes,Yes,No,No,2,211794.0,Yes,Yes,No,3.0,Medium,2.0,15.0,13.0,Yes,20.0,5.777777778,Trigger,5 to 10,8.823529412,0.0,2.941176471,8.823529412,2.941176471,5.882352941,8.823529412,0.0,11.76470588,0.0,0.0,0.0,0.0,0.0,1.0
132,Company133,1,2012.0,2.0,96.0,Big Data Analytics,Analytics|Telecommunications,Research,AxVentures-Pymar Fund|Ax Ventures,10.0,,No,2012-06-26,2012-07-01,,Argentina,South America,0.0,1.0,3,3,4,16.0,No,0.0,low,No,Medium,Yes,Yes,No,Yes,Product,Yes,Public,Yes,Both,1,Platform,Global,Non-Linear,No,Many,No,No,No,Yes,No,No,Yes,Yes,No,No,Online,B2B,,Medium,Yes,Medium,,,,Yes,Yes,,500.0,2,0.0,0.0,0.0,,0.0,,7.5,High,Medium,Yes,No,Low,,No,No,Yes,No,No,No,0,1603864.0,Yes,Yes,No,4.0,High,0.0,16.0,,Not Applicable,1.0,1.0,,,25.0,0.0,37.5,0.0,0.0,25.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0
133,Company134,1,2010.0,4.0,81.0,Big Data Competitive Intelligence,Marketing,data collection ,EPIC Ventures|Kevin O'Connor,22.0,5.0,No,2010-10-01,2013-03-13,2000000.0,United States,North America,0.0,2.0,1,0,8,23.0,No,0.0,low,No,Small,Yes,Yes,No,No,Product,Yes,Public,Yes,Unstructured,0,Platform,Local,Non-Linear,No,Few,No,No,Yes,No,No,No,No,No,Yes,No,Online,B2B,,High,Yes,Medium,Bachelors,18.0,Aquatic biology,Yes,Yes,Tier_2,448.0,3,0.0,0.0,0.0,Low,0.0,,21.0,High,Medium,Yes,No,Low,,Yes,No,Yes,No,No,No,0,731564.0,Yes,No,No,3.0,Medium,4.0,7.6,2.0,Not Applicable,1.0,7.45,Slope,2 to 5,11.11111111,5.555555556,16.66666667,5.555555556,22.22222222,11.11111111,11.11111111,5.555555556,5.555555556,0.0,0.0,0.0,0.0,5.555555556,2.0
134,Company135,1,2012.0,2.0,627.0,,Marketing|Enterprise Software|Analytics,marketing,Rogue Venture Partners,4.0,0.0,No,2012-07-01,2013-02-08,,United States,North America,0.0,1.0,1,0,1,10.0,No,0.0,low,No,Small,No,No,No,No,Product,Yes,Private,No,Structured,1,Cloud,Local,Non-Linear,No,Few,No,No,No,No,No,No,Yes,Yes,No,No,Online,B2B,Low,Medium,Yes,Low,Bachelors,18.0,General,Yes,Yes,Tier_2,500.0,3,0.0,0.0,0.0,Low,6.0,,23.0,Medium,Medium,Yes,No,Low,,No,Yes,Yes,No,No,No,0,193129.0,No,Yes,No,3.0,Medium,0.0,10.0,,Not Applicable,8.0,8.0,Slope,0 to 2,0.0,0.0,0.0,76.47058824,0.0,17.64705882,0.0,0.0,5.882352941,0.0,0.0,0.0,0.0,0.0,4.0
135,Company136,0,2004.0,10.0,0.0,technology-enabled electronic payment,,"development, marketing, and administration",Spectrum Equity|Foundation Capital|Western Technology Investment|GGV Capital ,12.0,9.0,Yes,2004-01-01,2009-10-01,62500000.0,United States,North America,0.0,0.0,3,1,5,100.0,Yes,0.0,low,No,Medium,Yes,Yes,No,No,Both,No,Private,Yes,Both,0,Platform,Local,Non-Linear,No,Few,No,No,No,No,No,No,No,No,No,No,Online,B2B,,High,Yes,Medium,Bachelors,18.0,Engineering,No,Yes,Tier_1,500.0,3,0.0,0.0,0.0,Low,3.0,,100.0,Low,Low,No,No,Low,,No,Yes,Yes,No,Yes,Yes,2,,No,Yes,No,3.0,Medium,0.0,11.11,62.5,No,48.0,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
141,Company142,0,2008.0,6.0,14.0,Social mobile,Mobile,operation,,35.0,0.0,No,2008-01-01,,,United Kingdom,Europe,0.0,0.0,0,0,5,40.0,,0.0,low,No,Small,Yes,Yes,No,Yes,Product,,no,No,no,0,Platform,Global,,,,No,No,No,No,No,No,No,No,No,No,Offline,B2C,Medium,High,No,Medium,Masters,21.0,business,Yes,Yes,,500.0,0,0.0,0.0,0.0,Medium,3.0,,25.0,Low,Medium,Yes,No,Medium,,No,Yes,Yes,No,No,No,0,1989996.0,No,No,,3.0,Medium,0.0,8.0,,Yes,,1.0,Plateau,0 to 2,6.666666667,0.0,26.66666667,6.666666667,0.0,0.0,20.0,6.666666667,0.0,33.33333333,0.0,0.0,0.0,0.0,7.0
149,Company150,0,2006.0,8.0,8.0,SMS /Online Reminders,Search,Data Management,Hummer Winblad Venture Partners,0.0,-100.0,No,2006-01-01,2008-03-20,1000000.0,United States,North America,0.0,0.0,1,0,1,3.0,Yes,0.0,Nothing,No,Small,No,No,No,No,Service,No,Private,No,Both,1,Platform,Local,Non-Linear,No,,No,No,No,No,No,No,No,No,No,No,Online,B2C,Low,Medium,No,Medium,Masters,21.0,MBA,Yes,Yes,Tier_1,500.0,2,0.0,1.0,1.0,Medium,75.0,Few,29.0,Low,Low,No,Yes,Medium,,No,Yes,No,Yes,No,No,2,7974958.0,No,No,No,3.0,Medium,0.0,0.4,1.0,No,26.0,26.0,Plateau,2 to 5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
154,Company155,1,2012.0,2.0,205.0,Cloud Analytics Solution Provider,,"Marketing,Sales,Risk,Operations",Lightspeed Venture Partners|Frank Slootman|Deep Nishar|Abhay Parasnis|James Ramsey,48.0,20.0,Yes,2012-01-01,2013-10-02,8000000.0,United States,North America,0.0,0.0,2,0,3,51.0,Yes,0.0,medium,No,Large,Yes,Yes,No,No,Service,Yes,Private,Yes,Structured,1,Cloud,Global,Non-Linear,No,,No,No,No,No,No,No,No,Yes,No,No,Both,B2B,High,High,No,Low,Masters,21.0,Computer Science,Yes,Yes,Tier_1,480.0,2,1.0,1.0,1.0,High,72.0,Few,16.0,Medium,Medium,Yes,No,Medium,Bad,Yes,Yes,Yes,No,No,No,3,2205289.0,No,No,Yes,4.0,High,0.0,51.0,8.0,Not Applicable,20.0,20.0,Peak,2 to 5,3.125,0.0,12.5,6.25,0.0,6.25,12.5,3.125,3.125,0.0,0.0,3.125,0.0,0.0,0.0
